name,2015xrapm,2015oxrapm,2015dxrapm,2014xrapm,2014oxrapm,2014dxrapm,2013xrapm,2013oxrapm,2013dxrapm,2012xrapm,2012oxrapm,2012dxrapm,2011xrapm,2011oxrapm,2011dxrapm,2010xrapm,2010oxrapm,2010dxrapm,2009xrapm,2009oxrapm,2009dxrapm,2008xrapm,2008oxrapm,2008dxrapm,2007xrapm,2007oxrapm,2007dxrapm,2006xrapm,2006oxrapm,2006dxrapm,2005xrapm,2005oxrapm,2005dxrapm,
Ben Gordon,-2.6,-1.35,-1.24,-0.38,-1.08,0.7,-5.4,-1.0,-4.41,-2.95,-1.12,-1.83,-0.54,0.81,-1.35,-1.32,0.28,-1.61,1.32,1.45,-0.12,-3.08,-0.49,-2.59,2.64,1.85,0.79,0.82,0.71,0.11,1.57,-0.08,1.65,
Daniel Gibson,,,,,,,-3.51,-2.06,-1.45,-0.46,-0.08,-0.38,0.11,-0.09,0.2,0.6,0.28,0.32,1.14,0.76,0.38,1.51,0.93,0.58,1.53,0.27,1.25,,,,,,,
Tim Duncan,2.14,0.01,2.13,1.8,0.28,1.51,3.53,1.05,2.47,4.23,1.01,3.22,3.02,0.51,2.51,2.79,0.22,2.57,0.66,-0.13,0.78,3.44,1.43,2.01,5.43,2.31,3.12,2.99,0.88,2.1,6.36,2.87,3.5,
Kyle Lowry,2.08,1.07,1.01,2.57,1.87,0.7,1.15,1.5,-0.35,1.22,0.6,0.63,2.66,1.42,1.24,1.41,0.63,0.78,-2.06,-2.42,0.36,-0.66,-1.1,0.44,1.53,0.49,1.04,,,,,,,
Sasha Vujacic,,,,-0.65,-0.35,-0.31,,,,,,,-3.57,-0.74,-2.83,-0.74,-0.55,-0.18,-0.39,-0.65,0.26,0.63,3.17,-2.54,-1.09,0.55,-1.64,-0.28,-0.7,0.42,-0.33,-0.21,-0.12,
Nick Johnson,-1.8,-1.91,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donnell Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,0.05,-0.37,
Nando De Colo,,,,-0.6,0.44,-1.04,-1.38,-1.82,0.44,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Calathes,1.5,-1.28,2.78,0.08,-0.84,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Williams,-1.27,-0.41,-0.86,-0.43,-0.27,-0.17,-1.2,-0.3,-0.89,-3.53,-1.15,-2.38,-1.1,-0.1,-1.0,-1.57,0.39,-1.96,,,,,,,,,,,,,,,,
Louis Williams,2.3,3.15,-0.85,-3.15,0.36,-3.51,-1.1,-0.48,-0.63,2.34,1.87,0.47,-0.29,0.57,-0.86,-0.17,1.22,-1.39,-1.57,0.15,-1.72,-0.98,-0.34,-0.64,1.01,0.14,0.87,-1.24,-0.59,-0.65,,,,
Curtis Borchardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.15,-1.56,-0.6,
Solomon Alabi,,,,,,,,,,-0.11,-0.18,0.07,-1.27,-0.82,-0.45,,,,,,,,,,,,,,,,,,,
Noah Vonleh,-2.04,-1.72,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mickael Gelabale,,,,,,,-1.05,-0.63,-0.43,,,,,,,,,,,,,-1.43,-1.35,-0.08,-0.52,-0.16,-0.36,,,,,,,
Cory Joseph,0.93,-0.3,1.23,-0.65,-0.17,-0.48,-0.68,-0.43,-0.25,-2.6,-0.69,-1.91,,,,,,,,,,,,,,,,,,,,,,
Uros Slokar,,,,,,,,,,,,,,,,,,,,,,,,,-1.76,-1.1,-0.66,,,,,,,
Eric Piatkowski,,,,,,,,,,,,,,,,,,,,,,-0.96,-0.77,-0.19,-0.86,-0.14,-0.72,-0.86,-1.47,0.61,-0.1,-0.15,0.05,
Marcus Smart,1.22,0.69,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Scola,0.53,-0.12,0.65,-2.46,-2.42,-0.04,-1.29,-0.81,-0.48,1.0,-0.1,1.1,1.04,0.96,0.08,-1.79,-0.9,-0.89,0.42,-0.17,0.59,0.36,-0.13,0.49,,,,,,,,,,
Earl Watson,,,,-0.23,-0.45,0.22,-2.51,-1.2,-1.31,-0.17,-0.63,0.47,0.43,0.28,0.15,-0.2,0.06,-0.26,-2.55,-1.3,-1.25,-1.7,-1.3,-0.4,-1.18,0.1,-1.28,2.24,1.15,1.09,2.39,0.29,2.11,
Nikola Mirotic,2.36,1.14,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lester Hudson,-0.23,-0.4,0.17,,,,,,,0.15,0.32,-0.17,-0.83,-1.07,0.24,-0.01,0.39,-0.41,,,,,,,,,,,,,,,,
Jamario Moon,,,,,,,,,,-2.49,-1.9,-0.59,-1.37,-1.43,0.07,-0.17,-0.66,0.49,1.9,0.49,1.41,2.87,1.98,0.89,,,,,,,,,,
Tim Thomas,,,,,,,,,,,,,,,,-0.88,0.73,-1.61,1.07,-0.23,1.3,-0.99,-1.63,0.65,3.04,1.12,1.92,-0.38,1.89,-2.26,-1.57,-0.86,-0.71,
Chris Johnson,-0.7,-0.36,-0.34,-0.49,-0.07,-0.42,-0.76,0.64,-1.4,-1.16,-0.16,-1.0,-1.25,-1.23,-0.02,,,,,,,,,,,,,,,,,,,
Aaron Williams,,,,,,,,,,,,,,,,,,,,,,-2.23,-1.05,-1.18,-0.44,-1.05,0.61,-1.76,-1.24,-0.52,-3.6,-2.61,-1.0,
Deron Williams,0.77,1.08,-0.31,4.23,3.21,1.02,-0.18,1.68,-1.85,-1.1,0.89,-1.99,-0.53,1.51,-2.04,3.3,2.88,0.43,0.83,1.76,-0.93,2.0,1.98,0.02,1.5,1.32,0.17,-1.59,-0.16,-1.43,,,,
Larry Sanders,-1.1,-1.92,0.82,-0.95,-1.94,1.0,1.29,-1.58,2.86,1.45,-0.35,1.8,-3.67,-3.42,-0.25,,,,,,,,,,,,,,,,,,,
Andre Iguodala,2.16,0.92,1.23,5.31,2.31,3.0,2.87,0.9,1.97,2.22,-0.5,2.72,1.3,-0.71,2.02,-0.93,-0.41,-0.53,2.16,0.65,1.51,0.65,-0.48,1.13,-1.02,-0.85,-0.18,2.26,0.82,1.44,1.26,-0.25,1.51,
Dan Dickau,,,,,,,,,,,,,,,,,,,,,,0.02,0.38,-0.35,0.62,0.21,0.41,-0.42,0.52,-0.94,-2.06,-0.77,-1.29,
Devin Harris,-1.27,0.13,-1.4,3.0,3.01,-0.01,2.16,0.38,1.78,0.6,0.5,0.1,0.17,1.38,-1.21,-2.7,-0.82,-1.88,-0.41,0.59,-1.0,3.04,3.2,-0.16,4.68,1.69,3.0,0.36,-0.01,0.37,-1.04,-0.91,-0.14,
Jerome Moiso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.32,-0.65,-0.67,
DeShawn Stevenson,,,,,,,-1.66,-0.33,-1.33,-0.26,-1.63,1.37,-2.0,-2.36,0.36,-1.38,-0.82,-0.56,-1.68,-0.78,-0.9,0.81,1.09,-0.28,-2.3,-0.39,-1.91,-3.25,-0.84,-2.41,-3.47,-1.82,-1.65,
Brian Scalabrine,,,,,,,,,,-0.05,0.34,-0.4,-0.73,-0.24,-0.49,-2.61,-1.22,-1.39,1.44,0.9,0.54,-0.23,-0.99,0.76,-1.37,-0.86,-0.51,-1.18,-2.08,0.9,0.62,0.09,0.53,
Walter McCarty,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,-1.25,0.86,-1.45,-0.61,-0.84,
Lance Stephenson,-2.94,-3.28,0.34,0.98,-0.14,1.11,2.41,1.6,0.82,-1.75,-0.69,-1.07,-0.86,-0.91,0.05,,,,,,,,,,,,,,,,,,,
Jrue Holiday,2.37,1.59,0.79,2.05,1.18,0.87,-0.21,-1.28,1.07,0.61,-0.88,1.49,1.51,1.8,-0.3,-0.87,0.16,-1.03,,,,,,,,,,,,,,,,
Will Bynum,-1.18,-0.54,-0.65,-1.85,-0.95,-0.9,-2.61,-1.0,-1.61,-1.19,-0.83,-0.37,-2.75,-0.77,-1.97,-2.95,-0.13,-2.81,0.56,0.84,-0.28,,,,,,,-1.95,-0.87,-1.08,,,,
Dwayne Jones,,,,,,,-0.49,-0.27,-0.23,,,,,,,-0.4,-0.15,-0.25,-0.18,-0.18,0.0,-1.92,-0.64,-1.29,-0.3,-0.14,-0.16,0.56,-0.16,0.73,,,,
Alex Len,-0.7,-1.23,0.53,-1.8,-1.21,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Williams,-0.14,-0.4,0.26,-5.64,-3.95,-1.69,,,,-0.41,-0.34,-0.07,,,,,,,,,,,,,,,,,,,,,,
Andrew DeClercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,-0.27,-0.59,
Wang Zhizhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.69,-0.19,-0.5,
Damian Lillard,1.61,1.83,-0.22,2.09,2.53,-0.44,0.95,1.84,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Theron Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.53,-2.11,-1.41,
Tierre Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.75,-1.13,-0.62,
Sasha Pavlovic,,,,,,,0.1,0.05,0.05,-0.7,-2.12,1.41,-2.34,-1.3,-1.04,-5.42,-3.43,-2.0,-0.01,-0.33,0.31,-0.98,-2.69,1.71,1.11,-0.51,1.62,-1.31,-1.48,0.17,-1.14,0.84,-1.98,
Ibo Kutluay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.92,-0.7,-0.22,
Ansu Sesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11,-0.78,-0.33,
Danny Fortson,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,-0.11,-0.51,1.29,0.97,0.32,-0.05,0.21,-0.26,
Mateen Cleaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.76,-0.97,-0.79,-0.83,-0.29,-0.53,
Salim Stoudamire,,,,,,,,,,,,,,,,,,,,,,-1.42,-0.2,-1.22,-1.46,-0.93,-0.53,-1.85,-0.78,-1.07,,,,
Hassan Whiteside,-0.56,-0.1,-0.47,,,,,,,0.29,-0.09,0.38,-0.6,-0.34,-0.26,,,,,,,,,,,,,,,,,,,
Francisco Elson,,,,,,,,,,-0.81,-0.51,-0.29,-2.11,-1.52,-0.59,-0.47,-0.13,-0.33,-1.6,-0.71,-0.89,-2.34,-2.9,0.56,0.48,-0.65,1.12,-0.73,-1.2,0.48,-1.6,-1.25,-0.35,
Greg Buckner,,,,,,,,,,,,,,,,,,,-0.95,-0.51,-0.44,-2.35,-0.21,-2.14,-1.26,-1.15,-0.11,0.35,-0.2,0.55,0.17,-0.3,0.48,
Steve Novak,-2.75,-0.88,-1.87,0.25,0.6,-0.35,0.95,1.83,-0.88,1.57,1.32,0.25,-1.16,0.17,-1.33,-3.17,-1.28,-1.89,-3.14,-1.2,-1.94,-1.85,-0.63,-1.22,-1.47,-0.99,-0.49,,,,,,,
Paul Millsap,2.92,2.15,0.77,0.49,-0.28,0.76,1.71,1.22,0.5,2.69,1.47,1.21,3.27,1.45,1.82,2.75,1.84,0.91,2.5,0.59,1.91,1.75,0.84,0.91,1.3,0.76,0.54,,,,,,,
Luke Schenscher,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.1,-0.12,0.13,-0.49,0.62,,,,
Hamed Haddadi,,,,,,,-0.02,-1.36,1.34,0.52,0.04,0.48,0.84,1.11,-0.27,-1.37,-1.03,-0.33,1.33,0.27,1.06,,,,,,,,,,,,,
Sam Cassell,,,,,,,,,,,,,,,,,,,,,,-0.28,-0.12,-0.16,0.1,-0.91,1.01,0.24,0.7,-0.46,1.49,0.57,0.92,
Gerald Wallace,-0.03,0.43,-0.47,-1.61,-1.57,-0.04,0.58,-0.17,0.75,1.13,-1.3,2.42,3.37,2.2,1.17,0.68,-0.96,1.64,1.27,-0.68,1.94,-0.01,-0.95,0.94,-1.76,-1.5,-0.26,1.02,1.06,-0.04,0.19,-1.13,1.32,
Elton Brand,-0.21,-0.25,0.04,-1.28,-0.22,-1.06,-0.84,-0.65,-0.18,0.99,-1.26,2.26,1.2,0.29,0.9,0.89,0.44,0.45,-1.26,-2.63,1.38,-1.46,-0.6,-0.86,0.74,0.5,0.23,2.03,1.72,0.31,3.63,2.42,1.2,
Marcus Vinicius,,,,,,,,,,,,,,,,,,,,,,-0.33,-0.49,0.16,-1.73,-0.44,-1.29,,,,,,,
Sean Singletary,,,,,,,,,,,,,,,,,,,-1.67,-1.74,0.07,,,,,,,,,,,,,
Justin Reed,,,,,,,,,,,,,,,,,,,,,,,,,-2.09,-0.89,-1.2,-2.41,-2.41,-0.0,-0.6,0.24,-0.83,
Robert Hite,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,-0.9,-0.3,,,,,,,
Manny Harris,,,,-1.03,-0.59,-0.44,,,,-0.75,-0.77,0.02,-3.52,-2.27,-1.25,,,,,,,,,,,,,,,,,,,
Ed Davis,-2.65,-0.62,-2.03,0.93,-0.76,1.69,-1.05,-0.97,-0.08,-3.95,-3.19,-0.77,-4.42,-2.06,-2.36,,,,,,,,,,,,,,,,,,,
Solomon Jones,,,,-0.84,-0.65,-0.19,-0.4,-0.27,-0.13,-2.79,-1.24,-1.55,-1.43,-1.27,-0.16,-2.79,-2.37,-0.42,-3.08,-1.81,-1.27,-1.98,-0.69,-1.29,-3.41,-1.11,-2.3,,,,,,,
Kyle Anderson,-1.99,-0.9,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius Hodge,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,-0.55,-0.3,-0.41,-0.28,-0.12,,,,
Cuttino Mobley,,,,,,,,,,,,,,,,,,,-1.11,-1.0,-0.11,-3.04,-1.1,-1.93,0.17,-0.34,0.51,0.71,-0.4,1.11,-0.33,0.76,-1.09,
P.J. Hairston,-2.12,-0.53,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Brown,,,,,,,,,,,,,,,,-2.68,-1.47,-1.21,-4.38,-2.08,-2.3,,,,,,,,,,,,,
Ricky Davis,,,,,,,,,,,,,,,,-2.62,-1.12,-1.5,-3.27,-1.74,-1.53,-4.02,-2.25,-1.77,-0.72,-0.92,0.2,1.03,0.69,0.33,-0.95,-0.46,-0.49,
Obinna Ekezie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,-0.01,0.53,
D.J. White,,,,-0.29,-0.03,-0.25,0.24,-0.05,0.29,-4.2,-2.3,-1.89,-1.74,-1.22,-0.52,-0.28,-0.18,-0.1,-0.26,0.1,-0.36,,,,,,,,,,,,,
Cory Higgins,,,,,,,-0.72,-0.28,-0.44,-2.78,-2.11,-0.67,,,,,,,,,,,,,,,,,,,,,,
DeAndre Jordan,2.82,2.48,0.34,2.03,1.26,0.77,2.33,2.14,0.19,0.01,-0.17,0.18,0.59,0.54,0.05,-3.5,-1.44,-2.06,-4.67,-2.59,-2.07,,,,,,,,,,,,,
Lucious Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.35,-2.25,0.9,
Tom Gugliotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.53,-2.3,-1.23,
Kentavious Caldwell-Pope,1.78,1.87,-0.09,0.33,-0.87,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandan Wright,-0.35,-0.2,-0.16,0.52,1.84,-1.32,1.55,1.28,0.27,-0.25,-0.09,-0.15,-1.49,-1.67,0.18,,,,-0.69,0.12,-0.81,-1.21,-1.02,-0.19,,,,,,,,,,
Gerald Green,-1.25,0.64,-1.89,-1.67,-0.05,-1.62,-1.3,-2.16,0.85,-0.26,-0.25,-0.0,,,,,,,-2.89,-2.42,-0.47,-1.05,-1.55,0.5,-4.01,-2.07,-1.94,-1.05,-0.87,-0.19,,,,
Greg Ostertag,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.73,-2.9,0.17,1.31,-0.01,1.32,
Ronald Dupree,,,,,,,,,,,,,-0.5,-0.35,-0.15,,,,,,,-0.28,-0.25,-0.03,-0.32,0.07,-0.39,-1.73,-1.15,-0.59,-1.21,-1.15,-0.05,
Grant Jerrett,-1.21,-0.54,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horace Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.83,-1.24,0.41,
P.J. Tucker,-0.82,-0.88,0.06,0.19,0.41,-0.23,-0.09,-0.47,0.38,,,,,,,,,,,,,,,,-1.29,-0.79,-0.5,,,,,,,
Jordan Crawford,,,,-1.13,-0.17,-0.96,-2.29,-3.02,0.73,-3.89,-0.35,-3.53,-4.0,-1.68,-2.31,,,,,,,,,,,,,,,,,,,
Kevinn Pinkney,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,-0.28,-0.39,,,,,,,
Cole Aldrich,-4.18,-3.7,-0.48,-0.27,0.18,-0.46,-0.08,-0.06,-0.02,-1.26,-0.86,-0.39,-0.52,-0.48,-0.04,,,,,,,,,,,,,,,,,,,
Rasho Nesterovic,,,,,,,,,,,,,,,,-2.36,0.04,-2.41,-1.64,-1.54,-0.1,0.14,-1.6,1.74,0.45,-0.8,1.25,1.86,-1.21,3.06,2.77,-0.43,3.2,
Raymond Felton,-1.64,-1.52,-0.12,-0.75,0.38,-1.13,2.53,2.97,-0.44,1.92,1.41,0.5,0.75,1.23,-0.48,0.57,-0.2,0.76,-0.12,-1.14,1.02,-0.28,0.01,-0.28,0.12,0.24,-0.12,0.52,0.92,-0.4,,,,
Armon Johnson,,,,,,,,,,-0.77,-0.85,0.09,-1.07,-1.59,0.52,,,,,,,,,,,,,,,,,,,
Vernon Macklin,,,,,,,,,,-0.79,-0.1,-0.69,,,,,,,,,,,,,,,,,,,,,,
Adonis Thomas,,,,-0.17,-0.07,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Lafayette,,,,,,,,,,,,,,,,-0.76,-0.34,-0.41,,,,,,,,,,,,,,,,
Kim English,,,,,,,-2.15,-0.66,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,
Will Barton,-0.3,-1.37,1.07,-0.94,-1.93,0.99,-4.53,-3.44,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,
Monta Ellis,1.89,1.46,0.42,0.2,0.96,-0.76,1.11,0.66,0.45,-0.17,0.42,-0.59,-2.19,-0.57,-1.62,-3.77,-2.03,-1.74,-1.04,-0.48,-0.56,0.92,1.22,-0.31,-0.36,-0.01,-0.34,0.32,-0.75,1.07,,,,
Lavoy Allen,1.96,1.16,0.79,-2.41,-1.93,-0.48,-0.85,-1.59,0.74,1.53,-0.29,1.82,,,,,,,,,,,,,,,,,,,,,,
Stephane Lasme,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.6,0.09,,,,,,,,,,
Brevin Knight,,,,,,,,,,,,,,,,,,,-0.1,-2.69,2.6,-2.26,-2.72,0.47,-0.67,-1.34,0.67,-1.07,-1.11,0.04,-0.46,0.09,-0.55,
Patrick Beverley,-1.05,-0.9,-0.15,3.45,2.16,1.29,2.15,1.05,1.09,,,,,,,,,,,,,,,,,,,,,,,,,
Mile Ilic,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,-0.51,-0.35,,,,,,,
DeMar DeRozan,-0.18,-0.26,0.08,0.34,0.29,0.04,-1.2,-1.2,0.0,-0.03,0.15,-0.17,-2.35,-0.67,-1.68,-2.55,-1.27,-1.29,,,,,,,,,,,,,,,,
Russell Westbrook,2.69,3.81,-1.12,2.88,2.75,0.13,3.82,2.39,1.42,3.52,2.76,0.76,-0.04,-0.08,0.04,1.91,1.82,0.1,-0.33,-0.83,0.49,,,,,,,,,,,,,
Fabricio Oberto,,,,,,,,,,,,,-0.92,-0.72,-0.2,-0.05,-0.73,0.68,-1.64,-1.21,-0.43,-1.29,-1.66,0.37,2.15,1.68,0.47,-0.94,-0.94,-0.01,,,,
Dominique Jones,,,,,,,-1.15,-0.85,-0.3,-2.5,-2.12,-0.37,-1.0,-1.09,0.09,,,,,,,,,,,,,,,,,,,
Mustafa Shakur,,,,-0.64,-0.59,-0.05,,,,,,,-0.63,-0.62,-0.02,,,,,,,,,,,,,,,,,,,
Mark Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,-0.29,-0.24,
Bo Outlaw,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.26,-0.23,-0.43,-0.33,-0.11,-0.78,-0.71,-0.06,-1.21,-1.6,0.39,
Giannis Antetokounmpo,-0.36,-0.74,0.38,0.17,0.92,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Villanueva,-2.16,-0.65,-1.5,-2.49,-0.98,-1.51,-0.73,0.54,-1.27,-1.42,-0.67,-0.75,-2.43,-0.79,-1.64,-3.75,-0.32,-3.43,-0.06,0.69,-0.76,-3.52,-0.68,-2.84,1.22,1.05,0.17,1.01,2.48,-1.46,,,,
Markel Brown,-1.65,-0.02,-1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamond Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.88,-0.4,-0.48,1.05,0.03,1.02,
Bobby Jones,,,,,,,,,,,,,,,,,,,,,,-2.43,-2.75,0.32,0.41,-0.05,0.46,,,,,,,
Jimmer Fredette,0.18,0.64,-0.46,-0.72,0.35,-1.06,-1.34,1.31,-2.64,-3.74,-1.69,-2.04,,,,,,,,,,,,,,,,,,,,,,
Dorell Wright,0.49,0.5,-0.02,-0.36,-0.7,0.35,-2.04,-0.71,-1.32,-1.88,-0.56,-1.32,0.37,0.5,-0.14,0.88,0.1,0.78,-1.02,-1.27,0.25,-0.32,-0.48,0.15,-4.0,-2.89,-1.11,-2.02,-1.59,-0.43,-0.71,-0.49,-0.22,
Brian Skinner,,,,,,,,,,-0.62,-0.3,-0.31,-0.83,-0.41,-0.42,-1.3,-0.61,-0.69,-3.47,-2.9,-0.57,-2.95,-1.81,-1.14,-0.65,-0.49,-0.16,-2.78,-2.69,-0.09,-2.34,-1.9,-0.44,
Evan Fournier,-0.08,0.31,-0.39,-0.14,-0.8,0.65,0.62,0.04,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
Peter John Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,-0.66,0.03,
Junior Harrington,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.46,0.96,,,,-2.07,-2.14,0.07,
Derrick Caracter,,,,,,,,,,,,,-1.22,-0.21,-1.01,,,,,,,,,,,,,,,,,,,
Patrick O'Bryant,,,,,,,,,,,,,,,,-1.18,-0.27,-0.9,0.03,-1.25,1.28,-1.45,-0.17,-1.28,-0.08,0.16,-0.23,,,,,,,
Mamadou N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-0.61,-0.49,
Joel Anthony,0.39,-0.59,0.98,-1.04,-0.44,-0.6,-0.89,-0.56,-0.33,0.96,0.73,0.23,1.03,-0.51,1.53,-0.49,-1.2,0.72,-2.14,-2.54,0.4,-2.49,-1.3,-1.19,,,,,,,,,,
Derrick Rose,2.75,1.19,1.56,-1.02,-0.87,-0.15,,,,3.32,2.53,0.79,2.92,2.37,0.56,-0.46,-0.19,-0.27,-1.0,0.27,-1.27,,,,,,,,,,,,,
Adrian Griffin,,,,,,,,,,,,,,,,,,,,,,0.0,-0.89,0.89,0.41,0.01,0.4,1.67,0.3,1.37,0.57,-1.16,1.72,
Derrick Zimmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,-0.41,-0.44,,,,
Alexis Ajinca,-0.53,-0.59,0.05,-1.11,-0.84,-0.26,,,,,,,-0.47,-0.69,0.23,-0.31,-0.38,0.07,-0.14,-0.58,0.44,,,,,,,,,,,,,
Alvin Williams,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,-0.25,-0.42,-0.74,-0.45,-0.28,,,,
Ramon Sessions,-1.58,-2.27,0.69,-1.8,-0.82,-0.99,-3.88,-1.12,-2.76,-0.33,0.55,-0.88,-4.43,-0.68,-3.75,-1.24,-1.23,-0.01,0.41,0.89,-0.48,-1.26,0.08,-1.33,,,,,,,,,,
Edwin Ubiles,,,,,,,,,,-0.85,-0.54,-0.31,,,,,,,,,,,,,,,,,,,,,,
Jerryd Bayless,-1.21,-1.51,0.3,-1.64,0.52,-2.16,-1.5,-0.41,-1.09,-0.75,0.52,-1.27,-3.31,-1.29,-2.02,-1.44,-0.33,-1.12,-1.95,-0.71,-1.24,,,,,,,,,,,,,
Boniface N'Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.88,-0.6,-1.28,,,,
Clint Capela,-0.57,-0.73,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Scott,-1.51,-0.94,-0.57,-2.48,-1.06,-1.42,-1.35,-0.79,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Beasley,-0.27,-1.38,1.11,-2.15,-0.44,-1.71,-3.75,-2.05,-1.7,-1.46,-1.42,-0.04,-0.8,-0.79,-0.01,-2.26,-1.61,-0.64,-1.56,-1.23,-0.33,,,,,,,,,,,,,
Kostas Papanikolaou,-1.74,-1.54,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeka Okafor,,,,,,,-0.94,-2.08,1.14,-1.32,-1.3,-0.02,1.83,-0.42,2.25,-1.14,-0.81,-0.33,0.16,-1.07,1.23,-1.85,-1.43,-0.42,0.81,-1.06,1.87,0.27,-0.7,0.96,-1.85,-1.35,-0.49,
Darko Milicic,,,,,,,-0.47,-0.32,-0.15,-1.24,-2.07,0.83,-2.52,-2.46,-0.06,-1.08,-0.89,-0.19,-0.92,-1.48,0.55,-1.77,-2.37,0.59,-0.08,-0.21,0.14,-1.45,-1.72,0.27,-0.38,-1.02,0.64,
Marcus Williams,,,,,,,,,,,,,,,,-2.25,-1.1,-1.15,-0.86,-0.64,-0.22,-3.03,-0.09,-2.94,-0.18,-0.87,0.69,,,,,,,
Jeff McInnis,,,,,,,,,,,,,,,,,,,,,,-3.62,-1.7,-1.92,-2.37,-0.78,-1.59,-4.6,-1.88,-2.73,-0.81,0.64,-1.45,
Cameron Bairstow,-0.95,-0.05,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Davis,-1.56,-2.56,1.0,-1.14,-1.66,0.51,0.86,-0.99,1.86,-1.12,-0.6,-0.52,-1.05,-1.98,0.94,-1.27,-1.14,-0.12,-0.1,0.03,-0.13,0.2,-0.8,1.0,,,,,,,,,,
Will Solomon,,,,,,,,,,,,,,,,,,,-1.93,-1.5,-0.43,,,,,,,,,,,,,
Lorenzen Wright,,,,,,,,,,,,,,,,,,,-0.13,-0.5,0.37,-0.3,-1.38,1.08,-1.35,-1.46,0.11,0.24,-1.31,1.55,-1.3,-1.87,0.57,
JaKarr Sampson,-4.11,-2.14,-1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Warren,-2.14,-1.73,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Washington,,,,,,,,,,,,,,,,,,,,,,-0.54,0.23,-0.76,,,,,,,,,,
DeJuan Blair,-1.92,-1.15,-0.76,-0.15,0.18,-0.34,-0.22,-1.04,0.82,-1.7,-0.72,-0.98,-0.34,0.2,-0.54,0.21,-0.07,0.28,,,,,,,,,,,,,,,,
